Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
2346,-121.4,38.53,38.0,152.0,30.0,65.0,35.0,0.9274,INLAND,97589.0
2347,-121.82,38.02,46.0,176.0,43.0,101.0,40.0,2.2361,INLAND,133171.0
2348,-118.35,33.83,36.0,1102.0,193.0,522.0,172.0,6.1187,<1H OCEAN,331348.0
2349,-122.43,37.78,49.0,2246.0,587.0,1277.0,546.0,2.9792,NEAR BAY,342304.07
2350,-120.47,34.64,8.0,2482.0,586.0,1427.0,540.0,3.071,NEAR OCEAN,161434.0
2351,-117.24,32.79,20.0,961.0,278.0,525.0,254.0,3.1838,NEAR OCEAN,214002.02
2352,-116.8,33.52,3.0,830.0,145.0,272.0,104.0,3.8281,INLAND,225449.0
2353,-122.46,37.69,35.0,1983.0,385.0,1577.0,414.0,4.0833,NEAR OCEAN,253054.0
2354,-121.63,39.12,32.0,2574.0,425.0,1099.0,391.0,4.3864,INLAND,121578.0
2355,-118.14,33.84,36.0,3002.0,484.0,1322.0,471.0,4.933,<1H OCEAN,234123.0
2356,-118.3,34.03,47.0,2241.0,559.0,1775.0,504.0,2.1571,<1H OCEAN,143665.0
2357,-120.96,37.67,18.0,1442.0,229.0,538.0,220.0,4.2969,INLAND,166085.0
2358,-118.16,34.09,36.0,3334.0,920.0,2881.0,800.0,2.1696,<1H OCEAN,166672.0
2359,-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,INLAND,126087.0
2360,-121.81,37.38,29.0,570.0,76.0,244.0,72.0,12.3292,<1H OCEAN,500001.0
2361,-122.16,37.48,36.0,2238.0,479.0,1949.0,457.0,2.3769,NEAR BAY,182153.0
2362,-122.11,37.4,31.0,2836.0,490.0,1138.0,481.0,4.9519,NEAR BAY,324388.04
2363,-122.24,37.49,38.0,4105.0,950.0,2561.0,909.0,3.8684,NEAR OCEAN,313322.0
2364,-118.18,33.86,43.0,2752.0,645.0,1674.0,614.0,3.6719,<1H OCEAN,174333.0
2365,-118.43,34.0,37.0,1340.0,358.0,1008.0,340.0,3.7614,<1H OCEAN,330965.05
2366,-117.86,34.14,36.0,3097.0,667.0,1484.0,634.0,3.1905,INLAND,161888.0
2367,-118.54,34.19,33.0,2205.0,453.0,1242.0,419.0,4.1319,<1H OCEAN,232298.0
2368,-121.36,37.96,32.0,614.0,95.0,227.0,107.0,3.9922,INLAND,141033.0
2369,-121.08,38.95,18.0,1931.0,380.0,1271.0,377.0,2.7463,INLAND,133911.0
2370,-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,NEAR BAY,143777.0
2371,-118.46,33.98,32.0,2388.0,591.0,1009.0,556.0,5.2121,<1H OCEAN,454743.61
2372,-120.97,37.68,16.0,2349.0,446.0,1302.0,392.0,3.1625,INLAND,124990.0
2373,-117.63,33.62,9.0,4257.0,785.0,1293.0,745.0,3.7139,<1H OCEAN,201616.0
2374,-121.4,36.83,11.0,3701.0,739.0,1749.0,654.0,3.067,INLAND,121389.0
2375,-116.96,33.94,22.0,1999.0,497.0,1304.0,479.0,1.4063,INLAND,84704.0
2376,-119.17,34.17,32.0,1567.0,304.0,1482.0,308.0,3.5867,NEAR OCEAN,186723.0
2377,-118.94,36.32,10.0,2271.0,398.0,986.0,358.0,4.0703,INLAND,112450.0
2378,-118.38,34.02,45.0,2098.0,486.0,1343.0,481.0,3.9615,<1H OCEAN,299423.02
2379,-118.32,34.2,36.0,759.0,136.0,372.0,135.0,4.9886,<1H OCEAN,261601.0
2380,-118.41,34.21,35.0,2215.0,459.0,1594.0,446.0,4.0167,<1H OCEAN,187767.0
2381,-121.37,38.56,27.0,1827.0,509.0,852.0,450.0,2.0901,INLAND,102295.0
2382,-118.52,34.32,18.0,7498.0,976.0,3189.0,955.0,8.1248,<1H OCEAN,391570.0
2383,-118.12,33.79,41.0,1762.0,314.0,738.0,300.0,4.1687,<1H OCEAN,238738.0
2384,-117.29,33.06,20.0,2110.0,335.0,1008.0,325.0,6.1509,NEAR OCEAN,291856.02
2385,-121.2,39.25,5.0,906.0,144.0,376.0,141.0,4.3523,INLAND,181826.0
2386,-122.02,37.35,18.0,1221.0,255.0,507.0,271.0,5.3679,<1H OCEAN,295547.03
2387,-118.02,33.8,24.0,84.0,14.0,32.0,8.0,5.875,<1H OCEAN,334668.04
2388,-122.1,37.93,20.0,10212.0,1424.0,4083.0,1374.0,8.039,NEAR BAY,400192.02
2389,-121.25,37.97,41.0,855.0,189.0,716.0,206.0,2.0375,INLAND,75766.0
2390,-118.27,34.09,52.0,3225.0,763.0,1559.0,710.0,3.9674,<1H OCEAN,307982.01
2391,-121.93,37.22,21.0,4872.0,594.0,1811.0,560.0,9.3834,<1H OCEAN,499720.99
2392,-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8.2653,<1H OCEAN,392639.04
2393,-121.38,38.68,35.0,1565.0,290.0,861.0,277.0,2.4844,INLAND,87105.0
2394,-118.38,34.07,16.0,4814.0,1381.0,1897.0,1209.0,3.3725,<1H OCEAN,400997.24
2395,-118.16,33.89,46.0,940.0,219.0,599.0,214.0,3.2813,<1H OCEAN,181107.0
2396,-118.09,34.06,30.0,1980.0,552.0,2264.0,511.0,2.6094,<1H OCEAN,171735.0
2397,-121.42,38.64,42.0,1720.0,382.0,1069.0,362.0,1.8611,INLAND,67683.0
2398,-122.56,37.9,24.0,221.0,41.0,75.0,38.0,5.1292,NEAR BAY,323468.07
2399,-118.12,33.85,37.0,2584.0,453.0,1333.0,481.0,4.3661,<1H OCEAN,211548.0
2400,-117.08,32.59,30.0,144.0,52.0,220.0,48.0,2.3929,NEAR OCEAN,141725.05
2401,-117.76,33.53,28.0,3085.0,499.0,1176.0,480.0,7.9794,<1H OCEAN,409691.35
2402,-118.13,33.8,41.0,1509.0,325.0,821.0,314.0,4.0893,<1H OCEAN,222959.0
2403,-117.05,32.61,26.0,1563.0,286.0,1145.0,313.0,3.8615,NEAR OCEAN,135035.0
2404,-122.09,37.7,30.0,1751.0,269.0,731.0,263.0,6.005,NEAR BAY,298163.0
2405,-118.3,33.82,26.0,2080.0,560.0,2096.0,506.0,2.8106,<1H OCEAN,184295.0
2406,-117.68,34.05,25.0,1859.0,463.0,1070.0,374.0,2.5395,INLAND,126665.0
2407,-117.66,33.65,13.0,8527.0,1364.0,4597.0,1393.0,6.2242,<1H OCEAN,266391.0
2408,-118.04,34.11,37.0,1275.0,177.0,598.0,174.0,7.1885,INLAND,442661.29
2409,-121.18,37.99,31.0,2450.0,559.0,1459.0,478.0,2.4674,INLAND,116026.0
2410,-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,NEAR BAY,299191.06
2411,-118.18,33.9,32.0,1452.0,365.0,1888.0,366.0,3.5461,<1H OCEAN,153247.0
2412,-117.07,32.78,26.0,3725.0,623.0,1516.0,627.0,4.7143,NEAR OCEAN,185121.0
2413,-119.63,36.18,23.0,207.0,45.0,171.0,50.0,2.4286,INLAND,98828.0
2414,-118.49,34.28,31.0,3508.0,585.0,1957.0,588.0,6.6458,<1H OCEAN,336461.01
2415,-118.37,34.2,34.0,2199.0,609.0,2488.0,597.0,2.9861,<1H OCEAN,190927.0
2416,-117.69,34.06,29.0,873.0,226.0,649.0,198.0,2.7986,INLAND,121211.0
2417,-117.04,32.77,26.0,4263.0,1037.0,2199.0,1010.0,2.734,<1H OCEAN,159149.0
2418,-117.69,33.58,5.0,6678.0,1011.0,2877.0,982.0,7.5177,<1H OCEAN,337070.02
2419,-117.67,33.49,15.0,2782.0,579.0,983.0,525.0,2.1935,<1H OCEAN,182076.14
2420,-121.32,38.13,5.0,3136.0,501.0,1327.0,467.0,5.5942,INLAND,185195.0
2421,-118.12,33.85,37.0,2386.0,409.0,1101.0,399.0,4.6908,<1H OCEAN,224753.0
2422,-118.25,33.86,26.0,3022.0,476.0,1852.0,452.0,6.0531,<1H OCEAN,288936.0
2423,-122.33,37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,NEAR BAY,157169.0
2424,-118.36,34.22,37.0,1512.0,348.0,1545.0,351.0,3.7663,<1H OCEAN,168064.0
2425,-117.91,33.83,37.0,1039.0,260.0,719.0,243.0,3.0288,<1H OCEAN,175225.0
2426,-117.84,34.13,26.0,3773.0,694.0,2103.0,688.0,4.6937,INLAND,201997.0
2427,-122.36,37.96,31.0,1157.0,276.0,956.0,232.0,1.5347,NEAR BAY,98260.0
2428,-117.98,33.95,35.0,4055.0,652.0,1758.0,639.0,6.1898,<1H OCEAN,347417.15
2429,-115.62,33.04,20.0,1121.0,244.0,766.0,230.0,2.2969,INLAND,66516.0
2430,-118.38,34.24,38.0,125.0,42.0,63.0,29.0,1.3594,<1H OCEAN,186281.0
2431,-118.04,34.06,30.0,2019.0,551.0,2481.0,484.0,3.1875,<1H OCEAN,162946.0
2432,-117.28,32.73,44.0,1934.0,325.0,783.0,316.0,4.8684,NEAR OCEAN,391329.1
2433,-117.24,33.21,18.0,1846.0,419.0,1581.0,387.0,3.0982,<1H OCEAN,151970.0
2434,-117.23,33.09,7.0,5320.0,855.0,2015.0,768.0,6.3373,NEAR OCEAN,342602.05
2435,-118.3,33.95,36.0,1786.0,418.0,1367.0,393.0,1.5078,<1H OCEAN,102730.0
2436,-117.55,33.94,30.0,5398.0,926.0,2672.0,864.0,4.4762,INLAND,160520.0
2437,-117.26,33.2,13.0,3163.0,725.0,1675.0,629.0,2.8214,<1H OCEAN,151579.01
2438,-118.12,34.17,52.0,2166.0,483.0,1308.0,467.0,3.0417,INLAND,213430.0
2439,-118.24,33.91,36.0,1446.0,316.0,1286.0,314.0,2.7083,<1H OCEAN,107176.0
2440,-117.73,33.61,17.0,2612.0,582.0,832.0,564.0,2.6759,<1H OCEAN,122624.0
2441,-118.0,33.89,34.0,1932.0,315.0,1053.0,316.0,5.1377,<1H OCEAN,215828.0
2442,-117.13,32.81,19.0,2157.0,554.0,1349.0,535.0,2.7652,NEAR OCEAN,141519.0
2443,-116.93,32.85,15.0,3273.0,895.0,1872.0,842.0,2.5388,<1H OCEAN,118942.0
2444,-121.3,37.94,52.0,24.0,6.0,23.0,5.0,2.375,INLAND,216460.24
2445,-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,<1H OCEAN,207220.01
2446,-120.98,37.65,36.0,826.0,167.0,432.0,150.0,2.5,INLAND,103553.0
2447,-118.07,34.1,34.0,2253.0,522.0,1262.0,511.0,3.4375,<1H OCEAN,216195.0
2448,-119.18,34.21,29.0,4039.0,680.0,1677.0,644.0,4.3897,NEAR OCEAN,239421.0
2449,-117.97,33.84,35.0,793.0,128.0,589.0,137.0,5.25,<1H OCEAN,211932.0
2450,-118.13,34.14,29.0,3559.0,1034.0,1658.0,965.0,3.2643,<1H OCEAN,229925.0
2451,-117.61,33.45,6.0,950.0,184.0,426.0,186.0,4.7237,NEAR OCEAN,251718.1
2452,-117.93,33.86,36.0,1672.0,318.0,1173.0,337.0,4.5774,<1H OCEAN,186584.0
2453,-118.34,34.0,44.0,3183.0,513.0,1183.0,473.0,5.0407,<1H OCEAN,259654.01
2454,-118.23,34.18,45.0,2332.0,,943.0,339.0,8.1132,<1H OCEAN,484002.69
2455,-117.09,32.57,17.0,444.0,83.0,357.0,87.0,5.1478,NEAR OCEAN,168156.0
2456,-122.27,41.2,52.0,4513.0,985.0,1926.0,815.0,1.5923,INLAND,75716.0
2457,-117.66,33.6,24.0,1684.0,232.0,781.0,230.0,6.8667,<1H OCEAN,278334.0
2458,-121.93,37.27,35.0,1855.0,345.0,985.0,329.0,6.0196,<1H OCEAN,312802.01
2459,-122.2,37.43,38.0,3626.0,528.0,1350.0,532.0,7.3681,NEAR OCEAN,471180.47
2460,-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,INLAND,68871.0
2461,-121.56,39.51,47.0,1064.0,245.0,603.0,190.0,1.3654,INLAND,61574.0
2462,-117.88,33.85,26.0,3924.0,781.0,2332.0,725.0,3.7772,<1H OCEAN,202799.0
2463,-121.27,37.96,41.0,461.0,101.0,382.0,79.0,1.275,INLAND,60278.0
2464,-118.09,34.07,31.0,1054.0,252.0,1032.0,258.0,2.3424,<1H OCEAN,173708.0
2465,-120.04,36.93,11.0,3606.0,699.0,2074.0,644.0,2.6941,INLAND,95200.0
2466,-122.07,37.37,30.0,2937.0,407.0,1097.0,407.0,7.9813,NEAR BAY,449236.45
2467,-121.56,38.44,43.0,1485.0,270.0,653.0,251.0,3.0,INLAND,108475.0
2468,-118.99,36.06,19.0,2153.0,458.0,1317.0,386.0,1.7564,INLAND,58672.0
2469,-118.3,33.83,31.0,2693.0,661.0,1598.0,618.0,3.1851,<1H OCEAN,225297.0
2470,-118.11,33.88,19.0,3203.0,708.0,1761.0,667.0,4.0911,<1H OCEAN,211217.0
2471,-118.34,34.01,35.0,1359.0,359.0,655.0,341.0,2.5568,<1H OCEAN,200416.04
2472,-122.43,37.74,52.0,2637.0,539.0,1159.0,497.0,3.8846,NEAR BAY,327131.0
2473,-122.14,37.7,17.0,1463.0,292.0,695.0,330.0,4.5859,NEAR BAY,207721.0
2474,-118.46,34.0,37.0,388.0,83.0,248.0,84.0,5.1664,<1H OCEAN,346987.08
2475,-121.42,38.68,32.0,2118.0,345.0,1019.0,338.0,3.725,INLAND,108282.0
2476,-122.61,38.26,17.0,2864.0,487.0,1482.0,547.0,4.6833,<1H OCEAN,210156.0
2477,-117.41,34.11,29.0,3999.0,772.0,2602.0,760.0,3.5481,INLAND,119221.0
2478,-119.28,35.5,28.0,3107.0,782.0,3260.0,738.0,1.6944,INLAND,57149.0
2479,-122.38,39.68,21.0,1155.0,210.0,510.0,175.0,2.3851,INLAND,83850.0
2480,-119.62,37.33,7.0,3389.0,621.0,1268.0,474.0,3.0224,INLAND,110834.0
2481,-122.48,37.79,52.0,1647.0,236.0,546.0,227.0,9.1881,NEAR BAY,486118.84
2482,-117.42,33.95,32.0,4251.0,848.0,2494.0,798.0,2.8173,INLAND,120982.0
2483,-122.42,37.75,52.0,1855.0,611.0,1715.0,614.0,2.1289,NEAR BAY,253446.0
2484,-118.34,33.93,37.0,1638.0,407.0,1341.0,369.0,3.0677,<1H OCEAN,155630.0
2485,-119.21,34.28,27.0,2219.0,312.0,937.0,315.0,5.7601,NEAR OCEAN,348473.21
2486,-121.92,37.64,46.0,1280.0,209.0,512.0,208.0,5.1406,INLAND,218558.0
2487,-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,NEAR BAY,322406.02
2488,-122.0,38.35,34.0,432.0,65.0,208.0,71.0,5.5435,INLAND,189254.0
2489,-117.43,34.09,18.0,3172.0,632.0,1621.0,573.0,2.7437,INLAND,101131.0
2490,-118.4,34.16,35.0,1354.0,284.0,501.0,262.0,3.8056,<1H OCEAN,342718.08
2491,-122.29,37.52,38.0,3767.0,603.0,1455.0,615.0,6.8787,NEAR OCEAN,460945.32
2492,-121.33,38.02,37.0,1964.0,315.0,915.0,335.0,4.3008,INLAND,138989.0
2493,-121.32,37.97,43.0,2453.0,490.0,1093.0,438.0,2.9107,INLAND,93763.0
2494,-118.04,34.0,30.0,5308.0,854.0,2114.0,838.0,5.1985,<1H OCEAN,254478.0
2495,-121.78,38.68,43.0,3766.0,847.0,1855.0,817.0,2.3468,INLAND,111695.0
2496,-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,INLAND,83687.0
2497,-122.07,37.63,24.0,2329.0,465.0,1401.0,453.0,4.5913,NEAR BAY,215257.0
2498,-122.42,37.77,52.0,2185.0,656.0,1266.0,626.0,2.7794,NEAR BAY,337141.04
2499,-119.77,36.32,14.0,3400.0,618.0,1867.0,612.0,3.9926,INLAND,94027.0
2500,-121.33,38.77,3.0,20214.0,3559.0,8361.0,3112.0,4.2259,INLAND,151378.0
2501,-118.84,34.15,17.0,3785.0,494.0,1527.0,507.0,8.4443,<1H OCEAN,425140.27
2502,-121.83,37.34,26.0,1848.0,339.0,1952.0,327.0,4.087,<1H OCEAN,162179.0
2503,-118.19,33.8,41.0,2125.0,591.0,1604.0,555.0,2.9943,NEAR OCEAN,190480.0
2504,-118.41,34.05,16.0,9728.0,2211.0,3026.0,1899.0,5.8758,<1H OCEAN,336800.12
2505,-122.26,37.9,37.0,2220.0,335.0,903.0,362.0,7.8336,NEAR BAY,413313.09
2506,-118.56,34.41,4.0,17313.0,3224.0,6902.0,2707.0,5.6798,<1H OCEAN,300601.04
2507,-117.05,32.77,33.0,3535.0,683.0,1568.0,672.0,2.8097,NEAR OCEAN,166462.0
2508,-118.43,34.08,46.0,778.0,90.0,238.0,93.0,15.0001,<1H OCEAN,500001.0
2509,-117.2,33.7,23.0,6323.0,1196.0,1984.0,1124.0,2.3276,<1H OCEAN,125590.02
2510,-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,<1H OCEAN,497103.96
2511,-118.49,34.03,32.0,3851.0,900.0,1456.0,836.0,4.5208,<1H OCEAN,449280.43
2512,-122.05,37.31,25.0,4111.0,538.0,1585.0,568.0,9.2298,<1H OCEAN,499391.99
2513,-118.2,34.13,52.0,2035.0,459.0,2589.0,438.0,3.5349,<1H OCEAN,184394.0
2514,-121.29,38.71,32.0,1875.0,361.0,1027.0,343.0,3.5769,INLAND,117058.0
2515,-120.45,34.66,7.0,3329.0,504.0,1462.0,452.0,4.7875,NEAR OCEAN,220304.0
2516,-117.25,32.83,17.0,2075.0,262.0,704.0,241.0,10.9529,NEAR OCEAN,491644.72
2517,-118.15,33.85,36.0,1435.0,249.0,606.0,234.0,4.1439,<1H OCEAN,214763.0
2518,-118.33,33.96,42.0,1686.0,361.0,737.0,319.0,2.3,<1H OCEAN,170834.02
2519,-122.39,41.41,23.0,910.0,199.0,370.0,169.0,1.7448,INLAND,66566.0
2520,-122.47,38.34,15.0,2411.0,446.0,1144.0,407.0,4.3472,<1H OCEAN,230503.0
2521,-118.55,34.21,35.0,2592.0,490.0,1427.0,434.0,5.0623,<1H OCEAN,232397.0
2522,-116.76,32.74,14.0,4085.0,751.0,2129.0,688.0,4.7367,<1H OCEAN,190884.0
2523,-119.81,36.79,35.0,2314.0,443.0,954.0,457.0,2.9506,INLAND,69843.0
2524,-118.41,33.92,29.0,1436.0,401.0,674.0,343.0,3.6389,<1H OCEAN,356497.05
2525,-117.02,32.8,31.0,2692.0,445.0,1129.0,450.0,4.4583,<1H OCEAN,170021.0
2526,-122.18,37.46,40.0,2529.0,293.0,831.0,258.0,15.0001,NEAR BAY,500001.0
2527,-116.52,32.9,18.0,4454.0,852.0,1754.0,656.0,4.57,INLAND,179619.0
2528,-117.95,33.68,26.0,2249.0,344.0,1311.0,373.0,5.0287,<1H OCEAN,249220.01
2529,-117.99,34.15,44.0,2492.0,611.0,1951.0,596.0,3.1304,INLAND,168642.0
2530,-118.11,34.12,52.0,2954.0,371.0,1152.0,347.0,11.5609,<1H OCEAN,500001.0
2531,-122.1,38.02,28.0,4308.0,824.0,2086.0,776.0,3.6523,NEAR BAY,146892.0
2532,-117.84,33.73,20.0,2572.0,732.0,1534.0,669.0,2.4211,<1H OCEAN,188981.0
2533,-122.43,37.8,52.0,1976.0,726.0,1045.0,669.0,3.6893,NEAR BAY,483571.59
2534,-118.01,33.92,35.0,1606.0,289.0,829.0,273.0,5.273,<1H OCEAN,238770.0
2535,-121.62,39.15,23.0,1984.0,528.0,1043.0,452.0,1.9375,INLAND,85188.0
2536,-119.09,35.35,14.0,2113.0,256.0,842.0,265.0,8.5325,INLAND,338111.14
2537,-119.57,36.1,37.0,1676.0,316.0,707.0,274.0,2.0595,INLAND,63798.0
2538,-119.32,36.32,35.0,2316.0,387.0,849.0,378.0,4.3816,INLAND,109900.0
2539,-121.62,39.13,41.0,1317.0,309.0,856.0,337.0,1.6719,INLAND,63706.0
2540,-119.4,36.25,25.0,1696.0,279.0,909.0,291.0,2.3,INLAND,70534.0
2541,-117.66,34.09,26.0,1151.0,200.0,593.0,188.0,3.6667,INLAND,145258.0
2542,-117.1,32.83,16.0,4214.0,744.0,1820.0,699.0,4.3783,<1H OCEAN,185555.0
2543,-122.41,37.75,52.0,1057.0,276.0,837.0,292.0,2.4531,NEAR BAY,251010.01
2544,-117.09,32.69,18.0,1645.0,430.0,1221.0,410.0,1.3269,NEAR OCEAN,92163.0
2545,-118.44,34.22,41.0,1030.0,214.0,664.0,223.0,3.8083,<1H OCEAN,196495.0
2546,-119.5,34.35,39.0,308.0,38.0,59.0,21.0,11.7794,NEAR OCEAN,282056.29
2547,-118.33,34.02,45.0,1667.0,399.0,928.0,375.0,1.8783,<1H OCEAN,148380.0
2548,-121.29,37.33,36.0,48.0,12.0,27.0,8.0,4.0,INLAND,162661.0
2549,-118.28,33.96,41.0,1175.0,340.0,1241.0,352.0,1.2273,<1H OCEAN,96491.0
2550,-117.23,32.86,15.0,1703.0,320.0,587.0,282.0,5.0855,NEAR OCEAN,287718.02
2551,-119.47,36.69,19.0,3351.0,589.0,1578.0,542.0,3.2917,INLAND,90418.0
2552,-119.15,34.3,21.0,2475.0,502.0,1269.0,505.0,2.98,NEAR OCEAN,214743.03
2553,-116.38,33.73,10.0,11836.0,2405.0,3811.0,1570.0,4.0079,INLAND,156928.0
2554,-122.48,37.51,22.0,1564.0,278.0,761.0,270.0,4.7578,NEAR OCEAN,413675.01
2555,-122.32,37.99,24.0,4865.0,968.0,2315.0,893.0,4.2852,NEAR BAY,177432.0
2556,-118.12,33.99,27.0,2316.0,559.0,2012.0,544.0,2.8155,<1H OCEAN,180150.0
2557,-117.31,34.04,29.0,2481.0,383.0,1188.0,385.0,4.7344,INLAND,142363.0
2558,-119.81,36.51,31.0,1241.0,254.0,767.0,226.0,2.7321,INLAND,73509.0
2559,-121.29,38.02,12.0,2006.0,426.0,1849.0,396.0,2.5437,INLAND,105506.0
2560,-117.14,32.76,24.0,3523.0,991.0,1775.0,873.0,2.1273,NEAR OCEAN,138697.0
2561,-118.17,33.84,29.0,4716.0,1372.0,2515.0,1272.0,2.726,<1H OCEAN,188155.0
2562,-121.6,39.77,26.0,1503.0,343.0,699.0,296.0,1.875,INLAND,69873.0
2563,-117.88,33.65,24.0,4879.0,756.0,1777.0,754.0,5.9055,<1H OCEAN,281262.0
2564,-118.4,34.05,34.0,2113.0,459.0,859.0,432.0,3.6953,<1H OCEAN,412262.33
2565,-116.98,33.77,12.0,5829.0,1309.0,2711.0,1118.0,1.9707,INLAND,94993.0
2566,-117.38,34.0,45.0,2881.0,514.0,1470.0,515.0,3.3687,INLAND,123459.0
2567,-119.83,36.76,15.0,3291.0,772.0,1738.0,634.0,1.976,INLAND,70197.0
2568,-117.09,32.62,37.0,1538.0,298.0,867.0,285.0,3.0729,NEAR OCEAN,143462.0
2569,-118.14,33.93,32.0,2065.0,438.0,1075.0,442.0,4.4279,<1H OCEAN,225477.0
2570,-117.05,33.14,16.0,4552.0,1166.0,2737.0,1051.0,2.25,<1H OCEAN,120605.0
2571,-122.03,37.29,22.0,3118.0,438.0,1147.0,425.0,10.3653,<1H OCEAN,500001.0
2572,-116.32,34.14,18.0,1880.0,487.0,994.0,425.0,1.69,INLAND,65266.0
2573,-120.94,40.14,31.0,3127.0,664.0,1345.0,580.0,1.5774,INLAND,61963.0
2574,-122.39,40.59,26.0,1279.0,438.0,1276.0,420.0,1.2404,INLAND,60888.0
2575,-122.41,37.66,37.0,694.0,188.0,658.0,225.0,4.6103,NEAR OCEAN,257025.0
2576,-122.2,37.89,37.0,3881.0,560.0,1315.0,517.0,7.3195,NEAR BAY,353427.02
2577,-122.07,37.63,27.0,2784.0,723.0,2028.0,693.0,2.4808,NEAR BAY,165784.0
2578,-117.12,32.77,48.0,2012.0,422.0,893.0,394.0,2.7928,NEAR OCEAN,171763.0
2579,-122.24,38.15,10.0,6817.0,1188.0,4163.0,1135.0,4.4529,NEAR BAY,159619.0
2580,-121.8,36.69,12.0,3877.0,914.0,2274.0,858.0,3.4239,<1H OCEAN,180027.0
2581,-117.96,33.8,30.0,729.0,131.0,488.0,139.0,4.7667,<1H OCEAN,183982.0
2582,-119.6,36.58,28.0,1452.0,300.0,919.0,308.0,2.8287,INLAND,75478.0
2583,-118.12,33.75,41.0,2072.0,491.0,742.0,414.0,3.9934,NEAR OCEAN,403332.13
2584,-122.24,37.76,49.0,2428.0,525.0,1110.0,492.0,3.6719,NEAR BAY,242214.01
2585,-118.16,33.88,18.0,2287.0,662.0,1804.0,537.0,1.9903,<1H OCEAN,132875.0
2586,-118.56,34.03,34.0,2095.0,343.0,662.0,299.0,8.2934,<1H OCEAN,495679.9
2587,-118.0,33.93,35.0,1288.0,240.0,758.0,250.0,4.9205,<1H OCEAN,180710.0
2588,-120.44,34.94,29.0,1877.0,516.0,1634.0,492.0,1.6875,<1H OCEAN,132003.0
2589,-117.8,34.11,25.0,5039.0,821.0,2654.0,802.0,4.7969,INLAND,206457.0
2590,-117.05,32.75,36.0,2024.0,,1030.0,390.0,3.8233,NEAR OCEAN,151840.0
2591,-118.3,34.0,52.0,1718.0,354.0,1026.0,312.0,2.0,<1H OCEAN,113266.0
2592,-121.94,38.03,27.0,1654.0,478.0,1141.0,420.0,1.4871,INLAND,88269.0
2593,-118.37,34.14,21.0,4670.0,1161.0,1914.0,1094.0,3.7986,<1H OCEAN,391314.37
2594,-118.33,33.99,43.0,2224.0,550.0,1598.0,545.0,2.8274,<1H OCEAN,156492.0
2595,-121.36,38.67,5.0,5819.0,1507.0,3237.0,1356.0,2.2339,INLAND,130655.0
2596,-117.96,33.7,23.0,2622.0,445.0,1103.0,407.0,4.725,<1H OCEAN,224612.0
2597,-122.46,37.74,51.0,1905.0,291.0,707.0,284.0,6.2561,NEAR BAY,414612.33
2598,-118.38,34.17,30.0,2016.0,622.0,1359.0,557.0,2.7708,<1H OCEAN,255024.01
2599,-121.38,38.67,37.0,2176.0,460.0,1067.0,357.0,2.3958,INLAND,100603.0
2600,-116.99,34.89,24.0,2741.0,577.0,1551.0,522.0,3.474,INLAND,77395.0
2601,-122.28,37.49,29.0,4148.0,635.0,1638.0,627.0,6.912,NEAR OCEAN,441538.19
2602,-118.04,34.06,31.0,957.0,295.0,1300.0,287.0,2.1383,<1H OCEAN,159032.0
2603,-122.77,38.92,26.0,712.0,140.0,293.0,100.0,4.0119,INLAND,121362.0
2604,-116.85,34.26,18.0,6988.0,1635.0,2044.0,726.0,2.4308,INLAND,102059.0
2605,-121.2,38.73,11.0,4897.0,636.0,1931.0,616.0,7.7499,INLAND,266224.0
2606,-118.33,33.84,36.0,1364.0,251.0,668.0,245.0,5.3131,<1H OCEAN,292216.01
2607,-122.3,38.3,52.0,1128.0,207.0,450.0,197.0,3.3542,NEAR BAY,231602.05
2608,-121.47,38.56,52.0,889.0,162.0,273.0,145.0,3.125,INLAND,149223.0
2609,-115.6,33.04,31.0,314.0,61.0,152.0,56.0,3.3472,INLAND,95102.0
2610,-117.89,33.88,33.0,1582.0,256.0,771.0,240.0,5.3836,<1H OCEAN,246188.0
2611,-121.96,37.13,26.0,50.0,5.0,17.0,4.0,15.0001,<1H OCEAN,426503.66
2612,-119.77,34.44,24.0,5652.0,1313.0,2312.0,1294.0,2.4717,NEAR OCEAN,235665.02
2613,-117.43,33.95,36.0,2284.0,444.0,1425.0,405.0,4.0526,INLAND,115895.0
2614,-118.41,33.97,37.0,1629.0,275.0,668.0,266.0,6.1333,<1H OCEAN,397438.14
2615,-121.84,37.25,17.0,2363.0,473.0,1369.0,442.0,4.8355,<1H OCEAN,250853.0
2616,-122.46,37.68,23.0,2812.0,769.0,1983.0,681.0,2.9413,NEAR OCEAN,255171.02
2617,-117.97,34.06,31.0,2516.0,,2194.0,497.0,3.2413,<1H OCEAN,168546.0
